orderId:ID(Order),OrderDate,RequiredDate,ShippedDate,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName,labels:LABEL
92,2026-03-22 08:34:01,2026-04-03 08:34:01,2026-03-23 08:34:01,153.46,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,李,华,申通快递,Order
88,2024-11-05 18:06:14,2024-11-19 18:06:14,2024-11-08 18:06:14,216.32,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,李,华,百世快递,Order
87,2025-05-03 15:22:07,2025-05-13 15:22:07,2025-05-08 15:22:07,70.85,创汇传媒有限公司物联网,青海省凤英县崇文宜都路k座 107909,哈尔滨县,福建省,727350,中国,创汇传媒有限公司物联网,李,华,中通快递,Order
81,2025-01-15 17:33:15,2025-01-28 17:33:15,2025-01-16 17:33:15,157.37,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,李,华,邮政EMS,Order
76,2024-10-23 07:16:08,2024-10-30 07:16:08,2024-10-28 07:16:08,493.77,华成育卓传媒有限公司互联网服务,吉林省嘉禾县淄川王街d座 189028,澳门市,天津市,439853,中国,华成育卓传媒有限公司互联网服务,李,华,韵达快递,Order
68,2025-02-07 23:11:03,2025-02-14 23:11:03,2025-02-08 23:11:03,449.75,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,李,华,中通快递,Order
66,2024-05-22 21:40:11,2024-05-25 21:40:11,,205.53,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,李,华,顺丰速运,Order
61,2025-10-19 08:48:48,2025-10-24 08:48:48,2025-10-21 08:48:48,468.21,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,李,华,申通快递,Order
60,2024-10-02 03:50:08,2024-10-14 03:50:08,2024-10-04 03:50:08,466.05,时刻信息有限公司区块链技术,上海市玲市江北顾街Y座 553482,建平县,山西省,161800,中国,时刻信息有限公司区块链技术,李,华,百世快递,Order
59,2025-03-03 01:03:19,2025-03-08 01:03:19,2025-03-07 01:03:19,426.75,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,李,华,百世快递,Order
58,2024-12-15 12:40:53,2024-12-20 12:40:53,,22.41,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,李,华,德邦物流,Order
57,2025-01-07 08:06:59,2025-01-17 08:06:59,2025-01-08 08:06:59,162.65,易动力传媒有限公司区块链技术,湖北省勇市清浦袁街A座 723471,平县,江苏省,391733,中国,易动力传媒有限公司区块链技术,李,华,德邦物流,Order
56,2024-11-04 02:09:40,2024-11-15 02:09:40,2024-11-06 02:09:40,409.97,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,李,华,顺丰速运,Order
52,2025-09-29 03:58:39,2025-10-06 03:58:39,2025-09-30 03:58:39,389.63,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,李,华,百世快递,Order
44,2026-01-06 19:29:29,2026-01-17 19:29:29,2026-01-09 19:29:29,227.02,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,李,华,京东物流,Order
37,2024-08-07 23:17:07,2024-08-15 23:17:07,,153.49,济南亿次元科技有限公司金融科技,四川省大冶县蓟州巢湖路k座 168920,拉萨县,内蒙古自治区,829287,中国,济南亿次元科技有限公司金融科技,李,华,中通快递,Order
35,2025-09-11 09:05:33,2025-09-16 09:05:33,2025-09-15 09:05:33,451.54,惠派国际公司科技有限公司电子商务,安徽省兴安盟县清河长春路Z座 394995,沈阳县,宁夏回族自治区,253655,中国,惠派国际公司科技有限公司电子商务,李,华,邮政EMS,Order
34,2025-05-29 15:35:16,2025-06-09 15:35:16,2025-05-31 15:35:16,236.73,戴硕电子传媒有限公司数字科技,宁夏回族自治区重庆县房山李路H座 594171,欣市,新疆维吾尔自治区,906817,中国,戴硕电子传媒有限公司数字科技,李,华,京东物流,Order
32,2024-12-31 07:16:53,2025-01-05 07:16:53,2025-01-02 07:16:53,106.56,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,李,华,圆通速递,Order
30,2026-04-01 03:24:47,2026-04-11 03:24:47,,426.12,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,李,华,德邦物流,Order
29,2025-03-13 15:28:11,2025-03-27 15:28:11,2025-03-16 15:28:11,238.9,毕博诚科技有限公司电子商务,河南省淮安市牧野沈阳路O座 825627,东莞市,天津市,695720,中国,毕博诚科技有限公司电子商务,李,华,申通快递,Order
28,2026-03-31 14:35:27,2026-04-06 14:35:27,2026-04-04 14:35:27,481.52,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,李,华,天天快递,Order
24,2026-02-19 12:53:09,2026-02-23 12:53:09,2026-02-20 12:53:09,19.05,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,李,华,圆通速递,Order
20,2026-01-03 16:29:30,2026-01-07 16:29:30,2026-01-04 16:29:30,234.58,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,李,华,德邦物流,Order
19,2024-07-16 06:25:06,2024-07-25 06:25:06,2024-07-17 06:25:06,376.41,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,李,华,京东物流,Order
14,2025-03-22 22:43:25,2025-03-28 22:43:25,2025-03-26 22:43:25,142.13,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,李,华,申通快递,Order
10,2025-08-19 11:14:42,2025-08-22 11:14:42,2025-08-22 11:14:42,152.85,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,李,华,德邦物流,Order
7,2025-06-04 21:36:47,2025-06-08 21:36:47,2025-06-05 21:36:47,379.74,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,李,华,百世快递,Order
6,2026-03-01 13:35:09,2026-03-12 13:35:09,2026-03-05 13:35:09,118.88,毕博诚科技有限公司电子商务,河南省淮安市牧野沈阳路O座 825627,东莞市,天津市,695720,中国,毕博诚科技有限公司电子商务,李,华,圆通速递,Order
5,2026-03-10 08:56:36,2026-03-13 08:56:36,2026-03-12 08:56:36,198.78,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,李,华,顺丰速运,Order
3,2026-01-13 13:14:23,2026-01-27 13:14:23,2026-01-14 13:14:23,78.69,昂歌信息网络有限公司云计算,河南省淮安县花溪陈路c座 595650,大冶市,浙江省,482409,中国,昂歌信息网络有限公司云计算,李,华,顺丰速运,Order
100,2024-08-28 06:20:53,2024-09-08 06:20:53,2024-08-31 06:20:53,268.47,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,红,天天快递,Order
99,2025-12-23 05:27:27,2026-01-06 05:27:27,2025-12-26 05:27:27,486.87,毕博诚科技有限公司电子商务,河南省淮安市牧野沈阳路O座 825627,东莞市,天津市,695720,中国,毕博诚科技有限公司电子商务,张,红,韵达快递,Order
95,2026-03-23 09:42:01,2026-03-28 09:42:01,2026-03-25 09:42:01,219.12,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,张,红,德邦物流,Order
90,2025-04-07 04:17:20,2025-04-14 04:17:20,2025-04-12 04:17:20,88.74,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,张,红,申通快递,Order
84,2026-03-21 03:40:59,2026-04-04 03:40:59,2026-03-23 03:40:59,95.19,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,张,红,顺丰速运,Order
83,2025-08-05 14:29:05,2025-08-18 14:29:05,2025-08-10 14:29:05,158.75,凌颖信息科技有限公司虚拟现实,陕西省志强市山亭北京街T座 122777,海门市,安徽省,299163,中国,凌颖信息科技有限公司虚拟现实,张,红,德邦物流,Order
82,2026-05-04 16:52:37,2026-05-07 16:52:37,2026-05-07 16:52:37,128.11,昂歌信息网络有限公司云计算,河南省淮安县花溪陈路c座 595650,大冶市,浙江省,482409,中国,昂歌信息网络有限公司云计算,张,红,圆通速递,Order
73,2026-05-11 15:19:17,2026-05-17 15:19:17,,116.23,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,红,德邦物流,Order
71,2025-03-01 09:30:20,2025-03-11 09:30:20,,382.12,济南亿次元科技有限公司金融科技,四川省大冶县蓟州巢湖路k座 168920,拉萨县,内蒙古自治区,829287,中国,济南亿次元科技有限公司金融科技,张,红,韵达快递,Order
70,2025-04-19 18:23:19,2025-04-25 18:23:19,2025-04-21 18:23:19,411.97,毕博诚科技有限公司电子商务,河南省淮安市牧野沈阳路O座 825627,东莞市,天津市,695720,中国,毕博诚科技有限公司电子商务,张,红,邮政EMS,Order
69,2026-02-07 08:04:16,2026-02-10 08:04:16,,267.6,华成育卓传媒有限公司互联网服务,吉林省嘉禾县淄川王街d座 189028,澳门市,天津市,439853,中国,华成育卓传媒有限公司互联网服务,张,红,邮政EMS,Order
64,2026-03-06 04:02:55,2026-03-11 04:02:55,2026-03-09 04:02:55,382.53,济南亿次元科技有限公司金融科技,四川省大冶县蓟州巢湖路k座 168920,拉萨县,内蒙古自治区,829287,中国,济南亿次元科技有限公司金融科技,张,红,德邦物流,Order
63,2024-12-19 03:51:31,2024-12-26 03:51:31,2024-12-23 03:51:31,316.35,创汇传媒有限公司物联网,青海省凤英县崇文宜都路k座 107909,哈尔滨县,福建省,727350,中国,创汇传媒有限公司物联网,张,红,中通快递,Order
62,2024-08-29 17:29:20,2024-09-01 17:29:20,2024-08-31 17:29:20,42.16,惠派国际公司科技有限公司电子商务,安徽省兴安盟县清河长春路Z座 394995,沈阳县,宁夏回族自治区,253655,中国,惠派国际公司科技有限公司电子商务,张,红,韵达快递,Order
54,2024-11-08 23:38:36,2024-11-13 23:38:36,2024-11-10 23:38:36,425.14,昂歌信息网络有限公司云计算,河南省淮安县花溪陈路c座 595650,大冶市,浙江省,482409,中国,昂歌信息网络有限公司云计算,张,红,邮政EMS,Order
50,2026-01-24 01:04:30,2026-02-07 01:04:30,2026-01-28 01:04:30,86.66,创汇传媒有限公司物联网,青海省凤英县崇文宜都路k座 107909,哈尔滨县,福建省,727350,中国,创汇传媒有限公司物联网,张,红,顺丰速运,Order
48,2026-01-02 08:01:21,2026-01-16 08:01:21,2026-01-05 08:01:21,23.51,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,红,德邦物流,Order
46,2025-12-17 09:54:20,2025-12-25 09:54:20,2025-12-21 09:54:20,127.34,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,红,韵达快递,Order
43,2025-04-01 05:23:10,2025-04-07 05:23:10,2025-04-02 05:23:10,68.09,戴硕电子传媒有限公司数字科技,宁夏回族自治区重庆县房山李路H座 594171,欣市,新疆维吾尔自治区,906817,中国,戴硕电子传媒有限公司数字科技,张,红,百世快递,Order
36,2024-08-27 16:12:36,2024-09-10 16:12:36,,456.75,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,红,圆通速递,Order
31,2026-04-06 09:27:41,2026-04-13 09:27:41,2026-04-11 09:27:41,490.03,鑫博腾飞传媒有限公司虚拟现实,山东省惠州市西峰陈路N座 804893,石家庄市,云南省,830433,中国,鑫博腾飞传媒有限公司虚拟现实,张,红,邮政EMS,Order
26,2025-10-17 22:18:14,2025-10-21 22:18:14,,145.15,时刻信息有限公司区块链技术,上海市玲市江北顾街Y座 553482,建平县,山西省,161800,中国,时刻信息有限公司区块链技术,张,红,顺丰速运,Order
22,2025-12-20 00:32:48,2025-12-24 00:32:48,2025-12-21 00:32:48,411.71,毕博诚科技有限公司电子商务,河南省淮安市牧野沈阳路O座 825627,东莞市,天津市,695720,中国,毕博诚科技有限公司电子商务,张,红,邮政EMS,Order
21,2025-06-17 02:18:00,2025-06-20 02:18:00,,424.29,时刻信息有限公司区块链技术,上海市玲市江北顾街Y座 553482,建平县,山西省,161800,中国,时刻信息有限公司区块链技术,张,红,天天快递,Order
17,2025-11-04 07:16:50,2025-11-08 07:16:50,2025-11-08 07:16:50,466.32,商软冠联科技有限公司互联网服务,贵州省燕县海陵邯郸街b座 667477,深圳市,福建省,361937,中国,商软冠联科技有限公司互联网服务,张,红,圆通速递,Order
13,2024-06-25 08:47:13,2024-07-04 08:47:13,2024-06-26 08:47:13,470.33,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,张,红,天天快递,Order
98,2024-08-15 08:52:04,2024-08-25 08:52:04,2024-08-16 08:52:04,155.1,凌颖信息科技有限公司虚拟现实,陕西省志强市山亭北京街T座 122777,海门市,安徽省,299163,中国,凌颖信息科技有限公司虚拟现实,张,帅,百世快递,Order
97,2024-10-14 17:21:27,2024-10-20 17:21:27,2024-10-16 17:21:27,321.11,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,帅,德邦物流,Order
96,2024-06-04 07:14:09,2024-06-11 07:14:09,,192.49,济南亿次元科技有限公司金融科技,四川省大冶县蓟州巢湖路k座 168920,拉萨县,内蒙古自治区,829287,中国,济南亿次元科技有限公司金融科技,张,帅,申通快递,Order
94,2025-01-31 01:10:40,2025-02-13 01:10:40,2025-02-05 01:10:40,22.6,戴硕电子传媒有限公司数字科技,宁夏回族自治区重庆县房山李路H座 594171,欣市,新疆维吾尔自治区,906817,中国,戴硕电子传媒有限公司数字科技,张,帅,德邦物流,Order
93,2024-11-22 12:06:47,2024-11-30 12:06:47,,222.3,凌颖信息科技有限公司虚拟现实,陕西省志强市山亭北京街T座 122777,海门市,安徽省,299163,中国,凌颖信息科技有限公司虚拟现实,张,帅,百世快递,Order
91,2024-11-30 03:56:13,2024-12-06 03:56:13,2024-12-05 03:56:13,97.32,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,张,帅,顺丰速运,Order
89,2026-03-30 03:21:24,2026-04-06 03:21:24,2026-04-03 03:21:24,433.73,惠派国际公司科技有限公司电子商务,安徽省兴安盟县清河长春路Z座 394995,沈阳县,宁夏回族自治区,253655,中国,惠派国际公司科技有限公司电子商务,张,帅,百世快递,Order
86,2025-06-12 05:04:09,2025-06-25 05:04:09,2025-06-14 05:04:09,329.67,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,帅,德邦物流,Order
85,2024-11-22 05:41:05,2024-11-29 05:41:05,,235.92,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,张,帅,邮政EMS,Order
80,2025-07-26 03:34:17,2025-08-05 03:34:17,,315.63,凌颖信息科技有限公司虚拟现实,陕西省志强市山亭北京街T座 122777,海门市,安徽省,299163,中国,凌颖信息科技有限公司虚拟现实,张,帅,京东物流,Order
79,2024-07-05 22:44:06,2024-07-18 22:44:06,2024-07-10 22:44:06,490.77,易动力传媒有限公司区块链技术,湖北省勇市清浦袁街A座 723471,平县,江苏省,391733,中国,易动力传媒有限公司区块链技术,张,帅,韵达快递,Order
78,2024-06-07 21:14:41,2024-06-17 21:14:41,2024-06-12 21:14:41,151.79,惠派国际公司科技有限公司电子商务,安徽省兴安盟县清河长春路Z座 394995,沈阳县,宁夏回族自治区,253655,中国,惠派国际公司科技有限公司电子商务,张,帅,申通快递,Order
77,2025-02-06 20:39:41,2025-02-18 20:39:41,2025-02-07 20:39:41,142.67,凌颖信息科技有限公司虚拟现实,陕西省志强市山亭北京街T座 122777,海门市,安徽省,299163,中国,凌颖信息科技有限公司虚拟现实,张,帅,圆通速递,Order
75,2026-01-29 13:18:24,2026-02-11 13:18:24,2026-02-02 13:18:24,272.88,易动力传媒有限公司区块链技术,湖北省勇市清浦袁街A座 723471,平县,江苏省,391733,中国,易动力传媒有限公司区块链技术,张,帅,圆通速递,Order
74,2025-12-31 15:34:38,2026-01-05 15:34:38,2026-01-02 15:34:38,232.84,惠派国际公司科技有限公司电子商务,安徽省兴安盟县清河长春路Z座 394995,沈阳县,宁夏回族自治区,253655,中国,惠派国际公司科技有限公司电子商务,张,帅,京东物流,Order
72,2025-08-24 04:03:16,2025-09-04 04:03:16,2025-08-25 04:03:16,58.67,创汇科技有限公司数字科技,江苏省海口县普陀安路T座 769434,丹丹县,贵州省,601140,中国,创汇科技有限公司数字科技,张,帅,德邦物流,Order
67,2025-11-17 19:26:43,2025-11-23 19:26:43,2025-11-20 19:26:43,113.96,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,帅,顺丰速运,Order
65,2024-08-19 19:39:10,2024-08-27 19:39:10,2024-08-24 19:39:10,366.54,昂歌信息网络有限公司云计算,河南省淮安县花溪陈路c座 595650,大冶市,浙江省,482409,中国,昂歌信息网络有限公司云计算,张,帅,韵达快递,Order
55,2026-02-09 00:11:42,2026-02-14 00:11:42,,193.81,华成育卓传媒有限公司互联网服务,吉林省嘉禾县淄川王街d座 189028,澳门市,天津市,439853,中国,华成育卓传媒有限公司互联网服务,张,帅,顺丰速运,Order
53,2025-01-10 10:12:15,2025-01-14 10:12:15,2025-01-11 10:12:15,124.18,鑫博腾飞传媒有限公司虚拟现实,山东省惠州市西峰陈路N座 804893,石家庄市,云南省,830433,中国,鑫博腾飞传媒有限公司虚拟现实,张,帅,德邦物流,Order
51,2026-02-05 22:00:22,2026-02-13 22:00:22,2026-02-06 22:00:22,366.14,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,张,帅,中通快递,Order
49,2025-10-10 14:43:45,2025-10-14 14:43:45,2025-10-15 14:43:45,195.1,创汇传媒有限公司物联网,青海省凤英县崇文宜都路k座 107909,哈尔滨县,福建省,727350,中国,创汇传媒有限公司物联网,张,帅,德邦物流,Order
47,2024-10-26 07:26:09,2024-11-06 07:26:09,2024-10-30 07:26:09,398.52,华成育卓传媒有限公司互联网服务,吉林省嘉禾县淄川王街d座 189028,澳门市,天津市,439853,中国,华成育卓传媒有限公司互联网服务,张,帅,百世快递,Order
45,2024-07-28 01:18:50,2024-08-01 01:18:50,2024-08-01 01:18:50,19.72,戴硕电子传媒有限公司数字科技,宁夏回族自治区重庆县房山李路H座 594171,欣市,新疆维吾尔自治区,906817,中国,戴硕电子传媒有限公司数字科技,张,帅,顺丰速运,Order
42,2025-03-11 04:43:53,2025-03-22 04:43:53,2025-03-14 04:43:53,444.37,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,帅,圆通速递,Order
41,2024-08-14 20:32:29,2024-08-18 20:32:29,2024-08-19 20:32:29,472.94,商软冠联科技有限公司互联网服务,贵州省燕县海陵邯郸街b座 667477,深圳市,福建省,361937,中国,商软冠联科技有限公司互联网服务,张,帅,韵达快递,Order
40,2026-03-30 18:02:44,2026-04-10 18:02:44,2026-03-31 18:02:44,163.17,方正科技科技有限公司区块链技术,江苏省玉英县西夏哈尔滨路c座 244073,哈尔滨县,四川省,204858,中国,方正科技科技有限公司区块链技术,张,帅,申通快递,Order
39,2025-02-07 11:29:24,2025-02-10 11:29:24,2025-02-10 11:29:24,494.55,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,帅,中通快递,Order
38,2026-03-11 20:20:04,2026-03-23 20:20:04,2026-03-16 20:20:04,425.12,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,帅,申通快递,Order
33,2024-08-04 15:03:30,2024-08-07 15:03:30,2024-08-05 15:03:30,34.96,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,帅,京东物流,Order
27,2026-04-25 02:28:30,2026-05-03 02:28:30,2026-04-30 02:28:30,281.24,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,帅,天天快递,Order
25,2025-11-14 02:06:36,2025-11-28 02:06:36,,345.74,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,帅,圆通速递,Order
23,2024-12-04 10:18:51,2024-12-17 10:18:51,2024-12-08 10:18:51,130.44,华成育卓传媒有限公司互联网服务,吉林省嘉禾县淄川王街d座 189028,澳门市,天津市,439853,中国,华成育卓传媒有限公司互联网服务,张,帅,德邦物流,Order
18,2025-03-15 17:48:27,2025-03-25 17:48:27,2025-03-20 17:48:27,208.21,济南亿次元科技有限公司金融科技,四川省大冶县蓟州巢湖路k座 168920,拉萨县,内蒙古自治区,829287,中国,济南亿次元科技有限公司金融科技,张,帅,京东物流,Order
16,2024-05-15 13:54:41,2024-05-28 13:54:41,2024-05-20 13:54:41,337.31,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,张,帅,顺丰速运,Order
15,2026-01-07 11:25:14,2026-01-17 11:25:14,2026-01-12 11:25:14,445.32,七喜传媒有限公司电子商务,四川省洁县丰都李路D座 704347,汕尾市,河南省,470228,中国,七喜传媒有限公司电子商务,张,帅,顺丰速运,Order
12,2024-05-30 13:33:26,2024-06-05 13:33:26,2024-06-03 13:33:26,410.97,鑫博腾飞传媒有限公司虚拟现实,山东省惠州市西峰陈路N座 804893,石家庄市,云南省,830433,中国,鑫博腾飞传媒有限公司虚拟现实,张,帅,圆通速递,Order
11,2025-06-10 11:00:01,2025-06-20 11:00:01,2025-06-13 11:00:01,272.2,盟新科技有限公司科技公司,山东省长沙市兴山上海街E座 290649,杰县,湖北省,142667,中国,盟新科技有限公司科技公司,张,帅,邮政EMS,Order
9,2024-09-23 10:26:30,2024-10-01 10:26:30,,356.01,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,帅,申通快递,Order
8,2025-10-24 10:57:02,2025-11-04 10:57:02,2025-10-25 10:57:02,57.64,菊风公司传媒有限公司科技公司,浙江省荆门县山亭汕尾街y座 742712,莹市,广西壮族自治区,553103,中国,菊风公司传媒有限公司科技公司,张,帅,申通快递,Order
4,2025-09-20 14:26:35,2025-10-04 14:26:35,2025-09-25 14:26:35,126.63,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,帅,德邦物流,Order
2,2024-08-16 03:13:39,2024-08-20 03:13:39,2024-08-20 03:13:39,418.65,良诺传媒有限公司网络安全,北京市淑兰市沙市梧州路W座 591606,台北市,河南省,447756,中国,良诺传媒有限公司网络安全,张,帅,韵达快递,Order
1,2024-09-23 16:22:07,2024-10-06 16:22:07,2024-09-24 16:22:07,166.24,联通时科网络有限公司数字科技,新疆维吾尔自治区鹏县沙市陈街k座 155641,邯郸县,北京市,797788,中国,联通时科网络有限公司数字科技,张,帅,德邦物流,Order
